BECvar,BAFAun,BAFAunp,BGxh1,BGxh2,BGxh3,BGxw1,BGxw2,BWBSdk,BWBSmk,BWBSmw,BWBSvk,BWBSwk1,BWBSwk2,BWBSwk3,CDFmm,CMAun,CMAunp,CWHdm,CWHds1,CWHds2,CWHmm1,CWHmm2,CWHms1,CWHms2,CWHun,CWHvh1,CWHvh2,CWHvm1,CWHvm2,CWHwh1,CWHwh2,CWHwm,CWHws1,CWHws2,CWHxm1,CWHxm2,ESSFdc1,ESSFdc2,ESSFdc3,ESSFdcp,ESSFdcw,ESSFdk1,ESSFdk2,ESSFdkp,ESSFdku,ESSFdkw,ESSFdm,ESSFdmp,ESSFdmw,ESSFdv1,ESSFdv2,ESSFdvp,ESSFdvw,ESSFmc,ESSFmcp,ESSFmk,ESSFmkp,ESSFmm1,ESSFmm2,ESSFmmp,ESSFmmw,ESSFmv1,ESSFmv2,ESSFmv3,ESSFmv4,ESSFmvp,ESSFmw,ESSFmw1,ESSFmw2,ESSFmwp,ESSFmww,ESSFun,ESSFunp,ESSFvc,ESSFvcp,ESSFvcw,ESSFwc1,ESSFwc2,ESSFwc3,ESSFwc4,ESSFwc5,ESSFwc6,ESSFwcp,ESSFwcw,ESSFwk1,ESSFwk2,ESSFwm,ESSFwmp,ESSFwmw,ESSFwv,ESSFwvp,ESSFxc1,ESSFxc2,ESSFxc3,ESSFxcp,ESSFxcw,ESSFxv1,ESSFxv2,ESSFxvp,ESSFxvw,ICHdk,ICHdm,ICHdw1,ICHdw2,ICHdw3,ICHmc1,ICHmc2,ICHmk1,ICHmk2,ICHmk3,ICHmk4,ICHmm,ICHmw1,ICHmw2,ICHmw3,ICHmw4,ICHvc,ICHvk1,ICHvk2,ICHwc,ICHwk1,ICHwk2,ICHwk3,ICHwk4,ICHxw,IDFdc,IDFdk1,IDFdk2,IDFdk3,IDFdk4,IDFdk5,IDFdm1,IDFdm2,IDFdw,IDFmw1,IDFmw2,IDFun,IDFww,IDFww1,IDFxc,IDFxh1,IDFxh2,IDFxh4,IDFxk,IDFxm,IDFxw,IMAun,IMAunp,MHmm1,MHmm2,MHmmp,MHun,MHunp,MHwh1,MHwh2,MHwhp,MSdc1,MSdc2,MSdc3,MSdk1,MSdk2,MSdm1,MSdm2,MSdm3,MSdv,MSmw1,MSmw2,MSun,MSxk1,MSxk2,MSxk3,MSxv,PPdh2,PPxh1,PPxh2,PPxh3,SBPSdc,SBPSmc,SBPSmk,SBPSxc,SBSdh1,SBSdh2,SBSdk,SBSdw1,SBSdw2,SBSdw3,SBSmc1,SBSmc2,SBSmc3,SBSmh,SBSmk1,SBSmk2,SBSmm,SBSmw,SBSun,SBSvk,SBSwk1,SBSwk2,SBSwk3,SWBmk,SWBmks,SWBun,SWBuns,SWBvk,SWBvks
BAFAun,1,0.944513786,0.4722198107,0.5323990783,0.6147203689,0.6370205492,0.6767095085,0.9201324671,0.8236130961,0.8449334766,0.8860537724,0.8716114241,0.9170149794,0.9385923419,0.4916136925,0.9496516558,0.8861315039,0.557354827,0.6534610361,0.7727942931,0.5872981079,0.6467728915,0.7577927037,0.7281607478,0.8798691943,0.592055437,0.6448936213,0.6301598852,0.713810575,0.6789609702,0.7289971208,0.8499295151,0.7879832732,0.8663816794,0.5226549947,0.573526353,0.8356119717,0.8343504421,0.8624146144,0.9200059843,0.8830744982,0.8625122661,0.9061673741,0.9467674395,0.9421377155,0.9242062578,0.8514552237,0.9125209869,0.8954059551,0.8773187566,0.8934554994,0.9190823471,0.9062424576,0.9507245613,0.9890058344,0.932733867,0.9548782032,0.9414671833,0.9445107024,0.967948939,0.9366048197,0.9157355553,0.9192839269,0.9444987071,0.9648730099,0.9802222795,0.8683644779,0.8178537877,0.8719753417,0.9196788119,0.8791824782,0.9704986479,0.9890864413,0.9167375104,0.9520527416,0.9343890719,0.8428233884,0.9150427795,0.9491126045,0.8823329074,0.8371024376,0.8740348058,0.9575375264,0.9352162762,0.9046450678,0.9197954248,0.8793191128,0.9257764945,0.9011659123,0.9461301567,0.9752048505,0.8508567751,0.8532093815,0.8796529306,0.9041602053,0.8937556258,0.9284919631,0.9143007171,0.9415994288,0.9052935586,0.7935219301,0.7796103349,0.6523344092,0.6654440789,0.757611432,0.8677001826,0.8118018829,0.7453355268,0.785879503,0.8188585103,0.7936326726,0.8674350599,0.8231004143,0.7356676668,0.7702181878,0.7952851247,0.8985626512,0.8524999396,0.8539996272,0.9103396867,0.8275448112,0.8297701764,0.8459019434,0.8607498453,0.5674162587,0.7848368146,0.7520230913,0.7368522213,0.7705215627,0.7968559717,0.7340652118,0.6788786621,0.668207305,0.842867601,0.6575163515,0.6798710304,0.6328506407,0.6958445689,0.6790859326,0.6866388547,0.6282533463,0.6826901027,0.5815397289,0.6555414907,0.7313650202,0.7127911225,0.965469521,0.8974016502,0.7738089974,0.9020177728,0.9251042977,0.9507563261,0.9718503301,0.7197267359,0.7161618878,0.7404734053,0.8353681739,0.9015271668,0.865895947,0.7762110531,0.8172992767,0.7684102986,0.7948143877,0.7970659845,0.9045876369,0.7755594021,0.8267692309,0.8722660414,0.8065609357,0.8049759886,0.8403987548,0.9015003507,0.5907658793,0.5391252782,0.5958546608,0.5490763405,0.8415161719,0.8622109946,0.8333311358,0.8381390337,0.8135040636,0.892002284,0.837882625,0.782152336,0.8007856537,0.8368558219,0.8512540972,0.8839937973,0.8826671563,0.7286953237,0.87012448,0.8556123741,0.8404826517,0.814009273,0.9087033095,0.8578412677,0.8544528152,0.888660631,0.868212997,0.9730127473,0.990771545,0.9539538928,0.974427709,0.9371342445,0.9201107783
BAFAunp,0.9513298862,1,0.6454136559,0.6947305694,0.7685029899,0.7974554104,0.8187744281,0.9264860753,0.8277964438,0.8927729292,0.9056780952,0.9335600269,0.9381720971,0.9188483706,0.6748377412,0.9114418851,0.9479024697,0.7236211611,0.8118291219,0.9050929575,0.7555412509,0.8096465181,0.8953457981,0.8513420973,0.9832130568,0.7392389014,0.7507070682,0.764948161,0.8222088173,0.810800306,0.8399375997,0.900119602,0.8913304795,0.947684386,0.7008618074,0.7447899453,0.9542112316,0.9587199495,0.9632795366,0.992555205,0.9796684388,0.9639181875,0.9753364871,0.9824786689,0.9721169443,0.9835001154,0.9610480855,0.9869054846,0.9814801325,0.9831074165,0.9894356661,0.9960247343,0.9944296217,0.9791545561,0.9750758832,0.9878877347,0.9900721793,0.9824779724,0.9736994048,0.9863152448,0.986614527,0.9757267251,0.9635979659,0.9738535748,0.9627987342,0.9778506948,0.9742863318,0.935883149,0.9760670714,0.9933392259,0.9737015178,0.9698061737,0.9670752565,0.9786646316,0.9853977593,0.9816907577,0.9496462201,0.9803235124,0.9811151071,0.9697659166,0.9484993489,0.9695823536,0.9883752041,0.9875491939,0.9738713288,0.9621105813,0.9680703861,0.9832058982,0.979207658,0.9760881944,0.9815065089,0.9689673177,0.9625522311,0.9774265129,0.9910657762,0.9884066915,0.9964155624,0.9913318312,0.9973304635,0.9865876798,0.9114380411,0.9132503471,0.8128915329,0.8272401196,0.8847341411,0.9379949405,0.9059810363,0.8903352446,0.9117082823,0.9266871158,0.914496609,0.9488576244,0.9284837853,0.876055158,0.8935050822,0.9239379373,0.9521888905,0.943615629,0.9326340794,0.9454928902,0.9313330751,0.9310527577,0.9307136412,0.9460508456,0.7388743321,0.9205314512,0.8947449312,0.8866961214,0.8962406055,0.9136912503,0.8646898376,0.8393856157,0.8199446715,0.9574063784,0.8132665736,0.8264991428,0.7959894164,0.8507087882,0.8377258967,0.8413806774,0.7932513274,0.835631939,0.7534756789,0.8034532821,0.8630845351,0.8545804675,0.9803662781,0.9849632224,0.864254906,0.9645924938,0.9377769468,0.9388656007,0.9437958388,0.7861099254,0.8035788584,0.7939816297,0.9582385747,0.9897243439,0.9737092971,0.9083942804,0.9270732561,0.9096944226,0.9312350414,0.921891744,0.9907267891,0.9098727611,0.9504881552,0.9739451364,0.9400701451,0.9303366792,0.9537445549,0.9757398,0.7534857336,0.7104026146,0.7578417702,0.7222450793,0.9360776742,0.9515366326,0.9363172795,0.9406101155,0.9126957799,0.9529478357,0.9278575271,0.8990151691,0.9099001379,0.9243381502,0.9509654817,0.95341446,0.9599208244,0.8496144218,0.9402471229,0.9153621816,0.946476872,0.9161833101,0.9434554768,0.9326463021,0.935164771,0.9401523866,0.9370260545,0.9493953654,0.9545839456,0.9305475272,0.9330345163,0.9114522186,0.8579143543
BGxh1,0.4520521524,0.5885405464,1,0.9911693125,0.9672632302,0.9550950496,0.9322915503,0.6254969664,0.6225511317,0.7477045933,0.6781887964,0.7654318533,0.6794369258,0.5933027587,0.8886944309,0.4278549744,0.5595880286,0.8433588033,0.8778612473,0.8361446039,0.8153366899,0.7866164793,0.7986904344,0.7565624794,0.7025946867,0.70310876,0.6235644831,0.7164025702,0.658485735,0.7329232248,0.6612241944,0.6721585857,0.7918456987,0.7104048787,0.8774863278,0.8340586266,0.7720182923,0.7641623824,0.7575545901,0.6382598179,0.6996053292,0.7314617478,0.6737147484,0.5536910856,0.5681735487,0.6207013965,0.7432734344,0.6282476163,0.6696128077,0.6975752783,0.6720087868,0.5907719671,0.6337821675,0.6392626967,0.5358533108,0.636943022,0.5760798672,0.6430948498,0.6272319439,0.5651212028,0.6535994053,0.6927608094,0.7012152925,0.6501463161,0.5903035358,0.5608245528,0.7149396335,0.7417007666,0.6992386844,0.5957984693,0.6657950796,0.58825271,0.5265658744,0.6496052656,0.5521673687,0.602813787,0.7599393479,0.6730959072,0.637951416,0.6985960766,0.7553704611,0.6967926875,0.5834234721,0.6202718488,0.7114233284,0.6914626431,0.7004374045,0.5985599276,0.6592183086,0.6490354424,0.5812207485,0.729210827,0.7576291893,0.7086475075,0.6389872221,0.6606219631,0.6227323735,0.6365819551,0.5610170427,0.638827326,0.8467506053,0.8363982014,0.9369146988,0.9340168696,0.8788980822,0.7635616097,0.8236137854,0.875422406,0.8513472833,0.8230502377,0.8308699532,0.7678484988,0.8067993328,0.8803283257,0.8602789889,0.809885026,0.7219841457,0.7579864849,0.7788827824,0.6929712372,0.7935051043,0.8102195381,0.7926467509,0.7759724066,0.9770471744,0.8409501794,0.8706884201,0.8842705192,0.8618091299,0.8219419654,0.8878619348,0.9274358274,0.9339181898,0.770104888,0.9456023279,0.9358857741,0.9537743779,0.9050596327,0.9244792075,0.9280668071,0.960535855,0.929553949,0.9760274103,0.9389562911,0.8935638224,0.9053610722,0.4983157153,0.6460248696,0.6223363219,0.6498178146,0.5347482206,0.5902012895,0.5169373299,0.5377562019,0.5683364734,0.5065012759,0.7736503744,0.6713072714,0.7290782437,0.8442603602,0.8063649256,0.8525654888,0.8226123511,0.8365768168,0.667359975,0.8054151234,0.7752198122,0.7313999236,0.8020483051,0.8175233629,0.7680839888,0.6861973447,0.9728684605,0.9927481533,0.9751061602,0.9853885187,0.7898352259,0.7593653306,0.8024770886,0.7708181861,0.8298352288,0.7245205139,0.7975486684,0.8595043551,0.841578783,0.8045665034,0.7835570383,0.7453251133,0.7370305089,0.9004753354,0.7639290337,0.7610802159,0.7925993725,0.8313140739,0.6897987038,0.7751453461,0.7854522409,0.7371790348,0.7617952434,0.5493192557,0.4980582389,0.5412771569,0.4930426429,0.5656005429,0.439946652
BGxh2,0.4978840874,0.6306319819,0.9907692871,1,0.9889269183,0.9775500811,0.9648620223,0.6877289673,0.6852726254,0.8066774806,0.7279531227,0.8163730517,0.7384234632,0.6536457006,0.8616318671,0.4606533853,0.5841563225,0.8239148897,0.8790846342,0.8621944105,0.7992177981,0.7795009322,0.8138712715,0.7652417723,0.7413749648,0.688242327,0.6198894888,0.7074634329,0.6617137738,0.7363584195,0.6683746269,0.7033929258,0.8183274113,0.7428114334,0.8539214474,0.8166898359,0.8081554734,0.7974117679,0.7998072002,0.6799102781,0.7380945079,0.7686782018,0.7154810977,0.5928627505,0.6080528895,0.6607070454,0.7789457063,0.6676423026,0.7086147364,0.7344666858,0.7123417328,0.6276924734,0.6716506166,0.6916717784,0.5848633469,0.6774517279,0.6157001261,0.6876425229,0.6726582299,0.6081067104,0.699150756,0.7450187505,0.7510772225,0.7045944605,0.6469902278,0.6130140555,0.7485818603,0.7652148031,0.73161423,0.6305514246,0.6958867236,0.6393979823,0.5750397902,0.6884141238,0.5905112804,0.6410664273,0.7941766987,0.7144754516,0.6846378754,0.7350402097,0.7869752394,0.7307437688,0.6253072248,0.6609152547,0.7560455903,0.7390901949,0.7367436024,0.6362102111,0.6969981139,0.6988106688,0.6297457878,0.7663130232,0.7976400363,0.7523679819,0.6791044643,0.7004817409,0.6675441298,0.6810574248,0.6021935277,0.6829443551,0.8866571151,0.8678950835,0.9503208587,0.9519013941,0.912342004,0.8109919472,0.866071109,0.9042100381,0.8885564538,0.8643202688,0.8666329322,0.8126051157,0.8480096757,0.9050838987,0.8916000412,0.8381050598,0.7722061739,0.7947596607,0.8215619144,0.7438656035,0.8291575678,0.8519603846,0.8354424373,0.819438849,0.9784014843,0.8774890063,0.9057489274,0.9129545685,0.9033850167,0.8688850551,0.9234527273,0.9494393622,0.9588248253,0.8131026415,0.9649757584,0.9614306202,0.9665206971,0.922371977,0.9418893525,0.9542647485,0.9767239752,0.9580037252,0.9834191522,0.9673124789,0.9329347937,0.9416541792,0.5365613772,0.6790228751,0.6334006703,0.6834179076,0.5668961481,0.6430765672,0.5606708348,0.5444904049,0.572993621,0.5157887672,0.8108975931,0.7149191254,0.7714297608,0.8770292266,0.8464071655,0.8842777786,0.855521437,0.8756791561,0.7095518788,0.8262291566,0.8059031529,0.7749193892,0.8378908139,0.8584530266,0.811233218,0.7372015586,0.986714855,0.9956396518,0.9921260761,0.9867387035,0.839799121,0.8106401259,0.8489081251,0.8210314049,0.8735974096,0.7707212669,0.8490494267,0.9005114706,0.8861546924,0.8544613009,0.8274977818,0.7981083416,0.789277739,0.9382886256,0.8163086504,0.8183041259,0.8349505101,0.8749492844,0.7466452167,0.8195300302,0.83257409,0.7910446075,0.8154361616,0.6061621668,0.5503610808,0.6006187137,0.5485931679,0.6125647525,0.4767780835
BGxh3,0.5884984783,0.720184527,0.9663078212,0.9890935496,1,0.9956668019,0.9925732719,0.769498293,0.7565562244,0.8737479671,0.8031383245,0.8862396536,0.8172101521,0.737521205,0.8588157439,0.5479582472,0.6693833084,0.8420588441,0.9123780538,0.917827678,0.8283697837,0.8223944199,0.8725150265,0.8202044771,0.8213456135,0.725447684,0.6701152898,0.7510307955,0.7221954991,0.7828999756,0.7288508238,0.7763468019,0.8773980049,0.8188993852,0.8605049282,0.8402524807,0.8782027987,0.8682631944,0.8734531301,0.7660228109,0.8180629305,0.8443020082,0.7990410662,0.6826352155,0.6975225876,0.7475261274,0.8530925145,0.7531066019,0.7910445841,0.8140579034,0.7945295226,0.7151664279,0.756851295,0.7777734857,0.6760777919,0.76401261,0.7059411244,0.7739607393,0.7594226267,0.6982517056,0.7847671365,0.8259841217,0.8307796703,0.7896154987,0.733960083,0.7027401581,0.8267670879,0.836838837,0.8107886993,0.7183049586,0.7778899916,0.7285157438,0.6665817323,0.7744458811,0.6812938625,0.7296393822,0.8669012806,0.7988895339,0.7718281226,0.8157087248,0.8590868166,0.8103693253,0.7153881527,0.749110183,0.8365386875,0.820617934,0.8167683914,0.7243538131,0.7810008316,0.784535197,0.7199258237,0.8405930407,0.870206391,0.829468885,0.7628167911,0.7827263921,0.7546183888,0.7661127765,0.6916913364,0.7660280282,0.9437928946,0.9257176389,0.9769359429,0.9811070755,0.9608488883,0.8814329921,0.9243742141,0.9531617195,0.9443478726,0.9268287188,0.9264100305,0.8847674323,0.9134743476,0.9521680618,0.9446009569,0.9007745952,0.848426608,0.8680441065,0.8909806343,0.8226450667,0.8967330251,0.9172123341,0.9026932682,0.8905427494,0.9826722176,0.9341588274,0.9538500279,0.9587991044,0.9550129687,0.9281698979,0.9678604967,0.9808410028,0.9870984276,0.8835990044,0.9898512118,0.9903088708,0.9864100046,0.9598636007,0.9736437218,0.9851515659,0.9936531216,0.9877228878,0.9905711754,0.9914088745,0.9747851261,0.9785812959,0.6272171764,0.7633565562,0.7037831893,0.7667394557,0.6540498865,0.7287728734,0.6498634258,0.609732432,0.6370188687,0.5845408416,0.8804828879,0.7978681197,0.8472964961,0.9330556396,0.9113255218,0.9382723567,0.9160723403,0.9341969071,0.7940134721,0.8875811744,0.8752057446,0.8513404175,0.9011204604,0.9187533234,0.8793926963,0.8183188527,0.9945575983,0.9883223988,0.9985257214,0.9857479028,0.9070077942,0.8826541457,0.9145454208,0.889775409,0.9333138669,0.8482079332,0.9137473384,0.9539076466,0.9433810208,0.9183536227,0.8972554694,0.8721078644,0.8649036678,0.9776244066,0.8875364298,0.8862829981,0.9032150996,0.9348698102,0.8242708765,0.8894539832,0.901368394,0.8654131419,0.8867080759,0.6945847514,0.6403238601,0.6876915514,0.6375571918,0.6978167005,0.5608865704
BGxw1,0.6278666512,0.7654751797,0.9561769751,0.9790405303,0.9958949755,1,0.9944744259,0.7915201257,0.7634412664,0.881753664,0.8139945383,0.9012951596,0.8368905317,0.7581714812,0.8700986364,0.5857339392,0.7120246571,0.8537194709,0.9230029435,0.9364184331,0.8456437019,0.8462791747,0.8960218264,0.8411237199,0.8603571605,0.7511937863,0.6950029922,0.772173449,0.7491526994,0.8072827784,0.7588313251,0.7954156681,0.8914250591,0.8456501892,0.8713355094,0.8558969077,0.9109894581,0.9028367088,0.9043395687,0.8094888362,0.8575089264,0.877965667,0.8337268396,0.727545063,0.7380975294,0.7886882139,0.8865305154,0.7971037031,0.8314004526,0.8553730618,0.8380891655,0.7648011243,0.8034794598,0.8087909431,0.7122952215,0.8002735571,0.7461341416,0.8075391999,0.7914541336,0.7387559741,0.8195989136,0.8576448722,0.8550547735,0.8192749947,0.765484736,0.7398327206,0.8631236352,0.8674991669,0.8493387201,0.7652050705,0.8176941021,0.7582410385,0.7007445425,0.80960788,0.7249055491,0.7692664429,0.895212234,0.8327885828,0.8035646553,0.8501940272,0.8889741078,0.8469402139,0.7555282096,0.7884756425,0.8660911514,0.8437885364,0.8507493652,0.767060718,0.819844143,0.8133951682,0.7542812224,0.8814635781,0.903854427,0.8694863232,0.8100600653,0.828472288,0.7991042169,0.8116510883,0.7412242135,0.8129618613,0.959328311,0.9472505123,0.9819033205,0.9899479526,0.9711074949,0.8983884215,0.9351123602,0.9715299973,0.9625473966,0.9447625958,0.9449405611,0.9053378081,0.9314991081,0.9648758825,0.9566155091,0.9252358268,0.8690735755,0.8904650668,0.9065049293,0.8408217122,0.9164641953,0.9351598509,0.9181698134,0.9109651702,0.9795847224,0.9579018776,0.974722157,0.9775332606,0.9709172861,0.9498176589,0.9753052986,0.992593457,0.9913959783,0.9153574374,0.9931356038,0.9930320323,0.9893576342,0.9701324422,0.9823067976,0.9945917769,0.9976824983,0.996755683,0.9906324443,0.9920987728,0.984064549,0.9897207422,0.6747402432,0.8057946322,0.7354001748,0.7994953282,0.6890514782,0.7513392992,0.6810125028,0.6392926018,0.6691133464,0.6159483003,0.9135433426,0.8398795647,0.8850782261,0.9530585118,0.9319442055,0.9617296807,0.9439734101,0.9563008274,0.8345265214,0.9111200348,0.9054828136,0.8861893212,0.9334026397,0.9461895737,0.9134941985,0.8549449781,0.9911985039,0.9832869564,0.9962776445,0.9817854267,0.928596725,0.9089595507,0.9366271949,0.9178229234,0.9453040972,0.8702737541,0.9312863971,0.9662779756,0.9576790605,0.9330544132,0.9223946973,0.8946406291,0.8923799352,0.978569979,0.9050349588,0.8984139659,0.9282010067,0.9487696571,0.8443090326,0.9041582393,0.9172130101,0.8819573724,0.903889647,0.7255537027,0.6771601341,0.7168068138,0.6705884367,0.7173715735,0.5866584337
BGxw2,0.6496748861,0.7767433386,0.9294403658,0.9649221805,0.9924726951,0.9940884731,1,0.8254099182,0.8069623007,0.9160896443,0.8409256662,0.9252258288,0.8680307447,0.7941096893,0.8224671615,0.6007500001,0.7146280525,0.8192287373,0.9068103229,0.9358957724,0.8137395262,0.8203073318,0.890356159,0.8297011213,0.8674407046,0.7160463624,0.6728191558,0.7475869568,0.7359453634,0.7831568068,0.7416823624,0.8054814499,0.8945222607,0.8534921713,0.8299314109,0.8214560847,0.9174327845,0.905823922,0.9166143262,0.8208829201,0.8660930464,0.8883222749,0.8511220962,0.7414519358,0.7557315109,0.802886458,0.8952145145,0.8077384589,0.8421522176,0.8596979976,0.8443969737,0.7692897807,0.8085402084,0.8317516775,0.7351328808,0.8132074006,0.7595706933,0.8266388794,0.8135734528,0.7557902249,0.837905011,0.8778747051,0.8774815627,0.8442339036,0.7927245867,0.7627603505,0.8683204376,0.8695423719,0.8530899399,0.7707775567,0.8221088053,0.7843161693,0.7258229361,0.825591742,0.7390459396,0.7840012085,0.9060261266,0.8494272875,0.8249651679,0.8625372907,0.8969339732,0.8557437378,0.7722038514,0.8039977492,0.8836539672,0.8674864459,0.8632154237,0.7800815929,0.8323581877,0.8359980734,0.7765319153,0.8844363626,0.9126373335,0.8770187334,0.8155804961,0.8339377054,0.8109847446,0.8217416808,0.7501387746,0.8201780483,0.9722219104,0.9538529826,0.9761079033,0.9846515941,0.9800392008,0.9174667409,0.9491329547,0.9738533668,0.9715837702,0.9590393778,0.9570423374,0.9248721681,0.9488212577,0.9683763249,0.9657321966,0.9300510249,0.8902434981,0.9063684349,0.9262159574,0.8662053865,0.9305544438,0.9512808932,0.9368382706,0.9286924646,0.9644735909,0.9621457131,0.9766322874,0.9768069293,0.9819747172,0.9639279109,0.9876188766,0.9878255435,0.9934510198,0.9243570727,0.9898138821,0.9943084263,0.9815177088,0.9644502516,0.9755714667,0.9914050742,0.9886662786,0.9953558844,0.9775810485,0.9965648774,0.9941581436,0.9942594356,0.6869357151,0.8111774483,0.7287513161,0.8095041023,0.7016368783,0.7797383024,0.7025235718,0.6297789009,0.6541487399,0.6092569866,0.9180231249,0.8495986455,0.8928242382,0.9605805625,0.947778215,0.9639615473,0.9460658611,0.9648741014,0.8463538868,0.9111243101,0.9084251772,0.8958409586,0.9353937731,0.9524221199,0.9196702658,0.8725473683,0.9845201262,0.964498403,0.9872298552,0.9657112104,0.9478378568,0.927688022,0.9526161206,0.9340130913,0.9636026785,0.89374564,0.9513495414,0.9798180497,0.9734227486,0.953786082,0.9368266878,0.9163339467,0.9129298908,0.9915545755,0.9292784272,0.9274053576,0.9415523079,0.9652605756,0.8707198424,0.9255466064,0.9387630828,0.9094392319,0.9287185359,0.7552817622,0.7023142088,0.7488848808,0.700104044,0.7463431817,0.6103707508
BWBSdk,0.9037750271,0.8992572996,0.5833502357,0.6627884016,0.7465497176,0.759310325,0.8096315613,1,0.9483917824,0.9658756314,0.9328610227,0.9487683926,0.9881378114,0.9911434723,0.5217121286,0.7861766163,0.7678524057,0.5622835032,0.689287818,0.823408884,0.5801887195,0.6271877767,0.7636033825,0.7042556467,0.88859301,0.534168218,0.5577272506,0.5782194585,0.6350552399,0.6479067353,0.6575063077,0.8219135829,0.8163984323,0.8540816461,0.5454105403,0.5756705494,0.8694790271,0.8580417385,0.9049948016,0.8954231239,0.8817209468,0.8773773365,0.9020964725,0.8673993976,0.8727282303,0.883803845,0.8702443445,0.8788665765,0.8826952753,0.8741019163,0.8891234188,0.8585802502,0.8719403421,0.9684187046,0.9419622134,0.9011474854,0.8878319594,0.9224675605,0.9228660071,0.9015800638,0.9289651519,0.959537199,0.9522982564,0.9770292506,0.9820721403,0.958507195,0.8639221572,0.8050359226,0.8534751961,0.8512277572,0.8350218408,0.9610364709,0.9384087422,0.8884544787,0.8684027446,0.8752548699,0.8655963894,0.9054937515,0.9370769175,0.8742841013,0.8504784784,0.858796843,0.8985657417,0.8941658118,0.924902389,0.9437043713,0.8740575088,0.8677675547,0.8772477297,0.9557608327,0.9448999812,0.8670032882,0.889655669,0.9034351621,0.878975739,0.8803077094,0.9131809589,0.9048153973,0.881502792,0.8957680025,0.8854684456,0.8452370065,0.7426750528,0.7610529305,0.85022719,0.9336841311,0.8978766573,0.8252924889,0.870913908,0.8976455935,0.866594753,0.9244527581,0.899891732,0.8097685921,0.8455530062,0.8331636929,0.9521686621,0.8822461011,0.9111993444,0.9564646944,0.8748271333,0.9027175141,0.9102670215,0.9161947803,0.6685752092,0.8662962354,0.8461604628,0.8224686793,0.8788668777,0.9032913631,0.8475711055,0.7780259101,0.7836025534,0.9037249163,0.7635320263,0.7928660183,0.7321086205,0.7729678659,0.7674731206,0.796517572,0.7388582015,0.7993589175,0.6910871202,0.7866550118,0.8557039742,0.8354141448,0.8526515038,0.850038862,0.678660559,0.8559024414,0.8132051705,0.9613828704,0.8965547895,0.5918095867,0.5983044574,0.5975662273,0.8779410743,0.9082236963,0.9005342509,0.8488934101,0.8884711623,0.840420785,0.852110699,0.8786570733,0.9056856457,0.7960820258,0.8500986905,0.9123383547,0.8607655791,0.8820506445,0.8953519733,0.943700651,0.7125644145,0.6542733454,0.7231150664,0.6578413027,0.9340443268,0.9446157841,0.9184449513,0.9273203734,0.9071715141,0.9304726704,0.9414321834,0.8848981184,0.9037728398,0.9368358408,0.9138722969,0.9606944419,0.9537378323,0.852655579,0.957327658,0.9687568421,0.9042258095,0.9055023202,0.9812658852,0.9205462194,0.9322956798,0.9672751759,0.9609751908,0.9805535342,0.9500079576,0.9875354405,0.9663347101,0.9124175827,0.8009788856
